nces_id,ts,month,likes_n,comments_n,shares_n,engagement_n,domain,post_text,comment_like_ratio
691033,2020-04-28 21:17:44,2020-04-01,9,393,0,402,www.smcoe.org,"Join us with the whole family for an evening campfire of songs, dance, stories and fun!

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",43.666666666666664
691033,2020-04-28 12:57:22,2020-04-01,13,602,0,615,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",46.30769230769231
691033,2020-04-27 21:16:09,2020-04-01,5,395,0,400,www.smcoe.org,"Join us with the whole family for an evening campfire of songs, dance, stories and fun!

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",79.0
691033,2020-04-27 12:39:44,2020-04-01,16,740,0,756,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",46.25
691033,2020-04-24 12:46:53,2020-04-01,17,680,3,700,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",40.0
691033,2020-04-23 21:14:52,2020-04-01,10,442,2,454,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",44.2
691033,2020-04-23 12:52:18,2020-04-01,22,1235,3,1260,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",56.13636363636363
691033,2020-04-22 21:13:54,2020-04-01,19,666,0,685,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",35.05263157894737
691033,2020-04-22 12:45:51,2020-04-01,34,1603,2,1639,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",47.14705882352941
691033,2020-04-21 21:16:18,2020-04-01,22,856,0,878,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",38.90909090909091
691033,2020-04-21 12:45:37,2020-04-01,30,1147,5,1182,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",38.233333333333334
691033,2020-04-20 21:28:50,2020-04-01,33,931,7,971,www.smcoe.org,"Join us with the whole family for an evening campfire of songs, dance, stories and fun!

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.",28.21212121212121
691033,2020-04-20 12:54:53,2020-04-01,53,1473,5,1531,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program through their first livestream to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.",27.79245283018868
3601137,2020-03-15 18:52:15,2020-03-01,11,127,0,138,www.storefrontacademycs.org,NA,11.545454545454545
3301470,2020-08-28 15:45:11,2020-08-01,1,13,0,14,www.sau39.org,Join the Zoom here: https://zoom.us/webinar/register/WN_QurouyIHTwWHU_nXrOBYUQ,13.0
3626130,2020-07-30 18:52:06,2020-07-01,7,119,5,131,www.schroonschool.org,SLCS BOE Meeting 7-30-20,17.0
3626130,2020-03-27 19:18:55,2020-03-01,5,271,0,276,www.schroonschool.org,General Trivia | 3-27-20,54.2
3626130,2020-03-23 19:07:41,2020-03-01,9,105,0,114,www.schroonschool.org,Music Trivia | 3-23-20,11.666666666666666
3626130,2020-03-20 20:42:40,2020-03-01,7,616,0,623,www.schroonschool.org,Disney Trivia | 3-20-20,88.0
3626130,2020-03-19 20:45:37,2020-03-01,11,413,0,424,www.schroonschool.org,Sports Trivia | 3-19-20,37.54545454545455
2928410,2020-07-15 19:53:54,2020-07-01,12,174,4,190,www.smithvilleschooldistrict.net,NA,14.5
400221,2020-04-30 10:42:37,2020-04-01,2,33,0,35,www.southpointeelem.com,"Day 3: So we have some creative minds. Mrs. Bell always tell the staff and students to think past go! They did...

100 points for the GOLD Team...

Total of 54 Submissions
Gold- 19 Participates
Red- 15 Participates
Blue- 12 Participates
Green- 8 Participates

#SPESfamily #weareavillage #GriffinMAGIC",16.5
400221,2020-04-28 09:28:15,2020-04-01,2,49,0,51,www.southpointeelem.com,"Hey Griffins: just in case you wanted to know who is winning so far for house team competitions.

Day 1: Red Team wins 100pts with 10 total team members

Yellow Team- 6 Team Members

Blue team- 4 Team Members

Green team- 2 Team Members

House Team Meeting this Friday. Wear your team colors/mascot all week.

#SPESfamily #AGREATPlacetolearn #weareavillage #LeonaLeads",24.5
400221,2020-04-23 14:13:56,2020-04-01,3,59,0,62,www.southpointeelem.com,"Hey Griffins it's THROWBACK THURSDAY!!

Look at Mrs. Bell, Mrs. Maria and Ms. Jones
1987-2002.. 😁

LOOK AT SPES STAFF & STUDENTS IN THE COMMENTS!!

Let's have some fun! Post Your pictures on social media or send to your teacher!!! #griffinmagic #agreatplacetolearn ##weareavillage #SPESfamily #LeonaLeads",19.666666666666668
400221,2020-03-24 11:15:49,2020-03-01,2,33,0,35,www.southpointeelem.com,"Hey Griffins: It's PAJAMA DAY. Upload your pajama day picture in the comments. If your parents let you...wear your pajamas ALL DAY! #SPESfamily #GriffinMAGIC #wearethevillage",16.5
2500013,2020-05-08 09:59:52,2020-05-01,14,210,0,224,www.stgrsd.org,NA,15.0
2500013,2020-05-08 09:59:52,2020-05-01,14,210,0,224,www.stgrsd.org,NA,15.0
2500013,2020-04-17 10:01:15,2020-04-01,28,398,0,426,www.stgrsd.org,NA,14.214285714285714
2500013,2020-01-30 14:01:57,2020-01-01,1,21,0,22,www.stgrsd.org,"Menu Announcement:
=======
242,21.0,https://scontent-atl3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/83637057_1366806546831895_7392141485287669760_o.jpg?_nc_cat=102&_nc_sid=8024bb&_nc_ohc=msjaoFxx2BoAX-qXqL0&_nc_ht=scontent-atl3-1.xx&tp=14&oh=cacc982525f9cbe6e13a45419ce5dcdc&oe=5F848998,1.0,,1366806573498559,""Menu Announcement:
>>>>>>> master
Beginning on Monday, February 3, 2020, until further notice, salad will no longer be offered as an Alternative Meals option at Woodland and Powder Mill Schools or as a Grab & Go Entrée Choice at Southwick Regional School.

Please plan accordingly.",21.0
3415660,2018-05-22 13:52:26,2018-05-01,1,13,0,14,www.springfieldschool.org,NA,13.0
2800189,2020-09-04 19:45:19,2020-09-01,149,1958,570,2677,www.starkvillesd.com,SHS Yellowjacket Football 2020,13.140939597315436
2600264,2020-05-26 20:03:15,2020-05-01,1,14,0,15,www.statestreetacademy.org,NA,14.0
2600264,2020-05-26 20:03:15,2020-05-01,1,14,0,15,www.statestreetacademy.org,NA,14.0
2600264,2020-05-13 09:03:59,2020-05-01,1,15,0,16,www.statestreetacademy.org,NA,15.0
2600264,2020-05-13 09:03:59,2020-05-01,1,15,0,16,www.statestreetacademy.org,NA,15.0
2600264,2020-05-07 08:12:17,2020-05-01,2,24,0,26,www.statestreetacademy.org,Morning Everyone! Quick Question...Has anyone received the bridge card that was going out to students due to the COVID? I have parents that have received the letter and parents whose current cards received the deposit. I was wondering if anyone has received the new cards?,12.0
2600264,2020-05-07 08:12:17,2020-05-01,2,24,0,26,www.statestreetacademy.org,Morning Everyone! Quick Question...Has anyone received the bridge card that was going out to students due to the COVID? I have parents that have received the letter and parents whose current cards received the deposit. I was wondering if anyone has received the new cards?,12.0
2600264,2020-04-24 09:14:39,2020-04-01,2,29,0,31,www.statestreetacademy.org,Good morning everyone. Happy birthday to Sami!! Are we all ready for a great challenge today? Reminder challenges are not about accomplishing it all at one time it’s about working towards accomplishment! ￼￼,14.5
2600264,2020-04-24 09:14:39,2020-04-01,2,29,0,31,www.statestreetacademy.org,Good morning everyone. Happy birthday to Sami!! Are we all ready for a great challenge today? Reminder challenges are not about accomplishing it all at one time it’s about working towards accomplishment! ￼￼,14.5
4028590,2019-10-07 12:09:22,2019-10-01,1,12,0,13,www.sterling.k12.ok.us,"We still have some extra Blue and Gold products available if anyone needs some more. We have the following items. Call the school if you want any of these items. 580-366-4303.

15 bacon
3 chicken",12.0
2900586,2020-05-20 09:09:30,2020-05-01,2,47,0,49,www.sllis.org,"Day 2: Virtual Field Day.
Stay Tune for Friday activity. We’re going to close up the school year all TOGETHER!!!",23.5
2900586,2020-05-08 09:05:57,2020-05-01,10,126,2,138,www.sllis.org,"It's Open National Field Day!!!
Today's activity: Virtual Fitness Scavenger Hunt.",12.6
4704020,2020-04-30 09:44:34,2020-04-01,24,318,6,348,www.sumnerschools.org,"SumnerSTEM (Grades 4-5)
Tree Identification",13.25
4704020,2020-04-09 09:46:51,2020-04-01,83,989,8,1080,www.sumnerschools.org,NA,11.91566265060241
5308700,2020-09-10 21:00:11,2020-09-01,16,274,4,294,www.tacomaschools.org,First regular business meeting of the 2020-21 school year.,17.125
5308700,2020-09-02 20:58:52,2020-09-01,28,339,22,389,www.tacomaschools.org,NA,12.107142857142858
5308700,2020-08-20 20:58:27,2020-08-01,44,710,18,772,www.tacomaschools.org,Regular business meeting of the TPS board of directors.,16.136363636363637
5308700,2020-07-09 20:00:48,2020-07-01,55,1156,44,1255,www.tacomaschools.org,Join us at 6pm for the regular business meeting of the Tacoma Public Schools Board of Directors.,21.01818181818182
5308700,2020-06-25 20:52:53,2020-06-01,63,5466,117,5646,www.tacomaschools.org,Join us at 6pm for the regular business meeting of the Tacoma Public Schools Board of Directors.,86.76190476190476
2600331,2020-05-20 18:44:54,2020-05-01,5,120,0,125,taylor.heritageacademies.com,NA,24.0
2600331,2020-04-29 17:57:09,2020-04-01,17,222,0,239,taylor.heritageacademies.com,NA,13.058823529411764
1305220,2020-07-30 17:51:27,2020-07-01,2,25,2,29,www.twiggs.k12.ga.us,NA,12.5
1305220,2020-07-23 17:28:24,2020-07-01,1,14,6,21,www.twiggs.k12.ga.us,Join us for our weekly Town Hall Meeting,14.0
1305220,2020-07-09 17:28:37,2020-07-01,6,69,4,79,www.twiggs.k12.ga.us,Join us for a continuation of our Virtual Town Hall Meeting,11.5
1305220,2020-07-02 17:48:12,2020-07-01,3,39,4,46,www.twiggs.k12.ga.us,Join Us,13.0
2800187,2020-07-16 19:00:18,2020-07-01,43,1301,192,1536,www.sunflower.k12.ms.us,NA,30.25581395348837
2800187,2020-04-10 19:32:10,2020-04-01,20,383,19,422,www.sunflower.k12.ms.us,And We Are Back‼️‼️‼️‼️,19.15
4223640,2019-12-17 11:10:42,2019-12-01,2,31,0,33,www.tesd.net,https://conta.cc/2Pk8xyU,15.5
2003960,2020-04-01 09:30:29,2020-04-01,1,17,0,18,www.usd240.org,"Some of you have told us what you're reading, now we want you to show us!",17.0
3901472,2020-04-09 20:03:07,2020-04-01,5,93,2,100,www.ausohio.com,ONE BIG LIVE PARTY,18.6
4205860,2020-06-12 18:45:10,2020-06-01,76,1552,322,1950,www.chesteruplandsd.org,NA,20.42105263157895
3407830,2020-08-06 17:37:50,2020-08-01,223,4380,135,4738,www.jcboe.org,"Virtual Special Meeting - August 6, 2020 | Jersey City Board of Education

Thank you for joining us!",19.641255605381165
4401050,2019-11-12 19:05:12,2019-11-01,5,97,2,104,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting November 12th, 2019",19.4
4401050,2019-09-23 19:05:07,2019-09-01,1,23,0,24,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting September 23rd, 2019",23.0
4401050,2019-09-09 20:42:13,2019-09-01,7,90,0,97,www.tiverton.ri.gov,"Tiverton Town Council Meeting September 9th, 2019 test",12.857142857142858
4401050,2019-09-09 19:05:07,2019-09-01,2,43,0,45,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting September 9th, 2019",21.5
4401050,2019-08-26 19:05:09,2019-08-01,3,166,0,169,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting August 26th, 2019",55.333333333333336
4401050,2019-08-13 19:00:09,2019-08-01,3,70,2,75,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting August 13th, 2019",23.333333333333332
4401050,2019-07-08 18:39:27,2019-07-01,4,53,0,57,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting July 8th, 2019",13.25
4401050,2019-06-24 19:07:08,2019-06-01,8,99,5,112,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting June 24th, 2019",12.375
4401050,2019-06-10 19:11:35,2019-06-01,6,70,6,82,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting June 10th, 2019",11.666666666666666
4401050,2019-05-28 19:05:09,2019-05-01,14,337,2,353,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting May 28th, 2019",24.071428571428573
4401050,2019-05-13 19:05:08,2019-05-01,6,213,8,227,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting May 13th, 2019",35.5
4401050,2019-05-02 07:57:54,2019-05-01,13,242,15,270,www.tiverton.ri.gov,"Tonight's Tiverton Financial Town Referendum Hearing May 2nd, 2019",18.615384615384617
4401050,2019-04-22 19:00:08,2019-04-01,1,13,6,20,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting April 22nd, 2019",13.0
4401050,2019-04-08 19:03:09,2019-04-01,6,73,2,81,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting April 8th, 2019",12.166666666666666
4401050,2019-04-01 19:00:09,2019-04-01,5,90,4,99,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting April 1st, 2019",18.0
4401050,2019-03-28 18:30:02,2019-03-01,5,216,8,229,www.tiverton.ri.gov,"Tonight's Tiverton Budget Committee Meeting March 28th, 2019",43.2
4401050,2019-03-26 18:24:32,2019-03-01,1,92,0,93,www.tiverton.ri.gov,"Tonight's Tiverton Budget Committee Meeting March 26th, 2019",92.0
4401050,2019-03-24 10:56:53,2019-03-01,4,51,6,61,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting March 25th, 2019",12.75
4401050,2019-03-21 18:34:02,2019-03-01,3,75,3,81,www.tiverton.ri.gov,"Tonight's Tiverton Budget Committee Meeting March 21st, 2019",25.0
4401050,2019-03-14 19:02:58,2019-03-01,6,150,3,159,www.tiverton.ri.gov,"Tonight's Tiverton Budget Committee Meeting March 14th, 2019",25.0
4401050,2019-03-11 18:42:01,2019-03-01,2,162,4,168,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Meeting March 11th, 2019",81.0
4401050,2019-03-04 18:28:08,2019-03-01,6,87,3,96,www.tiverton.ri.gov,"Tonight's Tiverton Town Council Special Meeting March 4th, 2019",14.5
4901050,2020-07-14 21:00:44,2020-07-01,147,1916,61,2124,www.tooeleschools.org,TCSD July Board of Education meeting.,13.034013605442176
2012260,2020-09-03 18:53:14,2020-09-01,10,135,2,147,www.topekapublicschools.net,9/3/20 TPS BOE Meeting,13.5
3700324,2020-04-13 16:00:23,2020-04-01,1,24,0,25,www.tmsacademy.org,NA,24.0
